name,imageUrl,categories,address,description,link,street,city,state,zip,guessedCity
"Bounce ""c"" Bouncers",https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_14460.webp,Party Equipment Rentals	 Events,P.O. Box 647	 Joppa	 Maryland	 United States,"Bounce C Bouncers is an entertainment business that serves parts of Maryland. 'Where Having Fun Come All In One""",http://www.baltimorebounce.com,,Joppa,MD,21085,Joppa
Maddifineart,,Arts & Crafts,PO Box 3684	 Crofton	 Maryland	 United States,Maddifineart is an artistic services company that specializes in advertising portraits landscapes and animal pictures.  Please checkout our Instagram and Fine Art America pages.,https://www.facebook.com/pages/Maddifineart/539238852878387,,Crofton,MD,21114,Crofton
Kacadas,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_13449.webp,Cosmetic & Beauty Supply	 Skin care	 Health & Beauty,P.O. Box 143	 Owings Mills	 Maryland	 United States,Kacadas is committed to discovering and providing our customers the purest and finest in truly healthy natural	 organic	 vegan and eco-friendly beauty products.  This commitment enables us to offer choice selections in natural hair care	 body care	 s,https://kacadas.com,,Owings Mills,MD,21117,Owings Mills
Pan Plano Kitchen,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_50385.webp,American/General	 Pizza,10309 Grand Central Avenue	 Owings Mills	 Maryland	 United States,We take the universal comfort food – flatbread – and pile it with choice toppings to quickly serve you a satisfying meal.,http://panplanokitchen.com,Grand Central,Owings Mills,MD,21117,Owings Mills
Sunset Raw Juice Bar,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_11736.webp,Live/Raw Food	 Juice Bars & Smoothies,10160 Reisterstown Rd	 Owings Mills	 Maryland	 United States,Our aim is to promote individual health and wellness through our 100% raw cold pressed	 No HPP juice blends	 along with Acai bowls	 fruit smoothies & more!,http://www.sunsetrawjuicebar.com,Reisterstown,Owings Mills,MD,21117,Owings Mills
Grind and Wine Cafe,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_44022.webp,American/General	 Cafe,3627 Offutt Road	 Randallstown	 Maryland	 United States,Grind and Wine Cafe offers casual food	 quality coffee products	 delicious pastries and a variety of spirits.,http://grindandwine.com,Offutt,Randallstown,MD,21133,Randallstown
Skinner's Barber Shop,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_4826.webp,Barbers,8204 Liberty Road 	 Randallstown	 Maryland	 United States,,,Liberty,Randallstown,MD,21133,Randallstown
Tenth Insurance,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_2987.webp,Financial Advising	 Credit Counseling,25 Ewing Drive	 Reisterstown	 Maryland	 United States,,http://www.tenthinsurance.com,Ewing,Reisterstown,MD,21136,Reisterstown
Magnolia Charm Desserts,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_4041.webp,Bakeries & Desserts,White Marsh	 Maryland	 United States,,,White,Marsh,MD,21162,White Marsh
Ada Cosmetics,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_8141.webp,Makeup Artists	 Health & Beauty,2930A Washington Blvd	 Baltimore	 Maryland	 United States,,,A Washington,Baltimore,MD,21201,Baltimore
Afro-Vegan Society,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_22435.webp,Cultural Center	 Non-Profit Organizations,6 E. Lafayette Ave	 Baltimore	 Maryland	 United States,Afro-Vegan Society is a non-profit organization based in Baltimore	 MD. Through community engagement	 event planning	 providing vegan resources	 and writing	 AVS is working to make the vegan lifestyle accessible	 affordable	 and approachable...,https://www.afrovegansociety.org,Lafayette,Baltimore,MD,21201,Baltimore
B.E.A.T. (Beauty Expert Artistry Training) School of Makeup Artistry,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_6351.webp,Makeup Artists,2429 St Paul Street	 Baltimore	 Maryland	 United States,,,St Paul,Baltimore,MD,21201,Baltimore
B’More Made with Pride	 LLC Commercial Kitchen,,Entrepreneurs	 Black Woman Owned	 Commercial Kitchen,6615 HARFORD RD BALTIMORE	 MD 	 Baltimore	 Maryland 21214	 United States,Whether its daily production runs or one time catering events	 we have the space. A shared-use facility rented out by the hour	 B’More Made with Pride Kitchen is a place where food producers can legally prepare	 process	 cook and store perishables. I,https://www.justbrittlez.com/kitchen,HARFORD,BALTIMORE,MD,21201,Baltimore
Baby & Sons Caribbean Kitchen,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_4854.webp,Caterers	 Caribbean	 Catering,5404 Park Heights Avenue 	 Baltimore	 Maryland	 United States,,,Park Heights,Baltimore,MD,21201,Baltimore
Baltimore Black Heritage Tours,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_5326.webp,Tourism,PO Box 3014	 Baltimore	 Maryland	 United States,One stop shop for reunion	 itinerary planning	 walking	 guided tours	 information and referral services	 transportation	 dining	 shopping	 sightseeing and convention services.,,,Baltimore,MD,21201,Baltimore
BEAT School of Makeup Artistry,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_3011.webp,Makeup Artists	 Cosmetology,2429 St Paul Street	  Suite 231	 Baltimore	 Maryland	 United States,,http://www.beatmakeupschool.com,St Paul,Baltimore,MD,21201,Baltimore
Black Classic Press,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_4842.webp,Book Publishing	 Book Stores/Magazines,3921 Vero Rd	 Baltimore	 Maryland	 United States,,,Vero,Baltimore,MD,21201,Baltimore
Brown Realty & Investment Corp,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_2149.webp,Home Real Estate	 Commercial Real Estate,300 East Lombard Street	 Suite 1200	 Baltimore	 Maryland	 United States,,http://www.abrealty.com/,Lombard,Baltimore,MD,21201,Baltimore
Brownstone Tax and Financial,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_14430.webp,Financial Advising	 Tax Services,10 W Eager Street	 Suite 310	 Baltimore	 Maryland	 United States,We are a full service financial service agency who helps families businesses and individuals with a variety of financial services,http://brownestonetfs.com,Eager,Baltimore,MD,21201,Baltimore
Cajou Cream,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_35723.webp,Ice Cream & Frozen Yogurt,803 Washington Blvd	 Baltimore	 Maryland	 United States,"our passion is real food
We produce amazing dairy-free ice cream in small batches from scratch	 using our own cashew	 almond and hazelnut milks. We aim to make better ice cream...",https://www.cajoucream.com,Washington,Baltimore,MD,21201,Baltimore
Coppin State University,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_16280.webp,Schools	 HBCU's	 HBCU Baseball,2500 West North Avenue	 Baltimore	 Maryland	 United States,Historically Black Colleges & Universities,http://www.coppin.edu,North,Baltimore,MD,21201,Baltimore
Cultural Essence,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_7741.webp,Cosmetic & Beauty Supply	 Skin care	 Natural Hair Care	 Black Woman Owned,2911 E Federal St	 Baltimore	 Maryland	 United States,Cultural Essence provides natural	 organic and healthy products for body	 hair and skin care at reasonable prices through their online store.,http://www.culturalessenceinc.com,Federal,Baltimore,MD,21201,Baltimore
Delights By Mina,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_6394.webp,African Restaurants,105 N Charles St	 Baltimore	 Maryland	 United States,Mina's Delights - Menu from the motherland.  African Restaurant and Sunday brunch,http://www.delightsbymina.com,Charles,Baltimore,MD,21201,Baltimore
Earth's Enrichments,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_6271.webp,Cosmetic & Beauty Supply	 Skin care	 Health & Beauty,2330 N. Howard St.	 Baltimore	 Maryland	 United States,USDA Organic Certified Skin Care.  Bar soaps	 sugar scrubs	 bath salts	 body balms and lip balms,,Howard,Baltimore,MD,21201,Baltimore
Freakin'sweetjars,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_14442.webp,Bakeries & Desserts,1296 Cronson Blvd	 Baltimore	 Maryland	 United States,Introducing a piece of heaven in a jar. Indulge yourself with a treat from one of our FreakingSweetJars which include Banana Pudding	 SweetPotato	 and etc,http://freakinsweetjars.com,Cronson,Baltimore,MD,21201,Baltimore
Freedom Paper Company,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_20263.webp,Arts & Crafts	 Home & Garden	 Health & Beauty,PO Box 22949	 Baltimore	 Maryland	 United States,Headquartered in Baltimore	 Maryland	 this Black-owned manufacturer and distributor produces economical bathroom tissue for both residential and commercial use. Privately owned and founded by CEO Kamose Muhammad	 they also produce economical paper...,http://www.freedompapercompany.com,,Baltimore,MD,21201,Baltimore
Grind House Juice Bar,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_12538.webp,Vegan	 Vegetarian	 Juice Bars & Smoothies,2431 St Paul St	 Baltimore	 Maryland	 United States,The Grind House is Baltimore’s premiere provider of natural products. We are driven by our mission: “giving life to the community thru juice and music”. Even if you are not a health food junkie	 there is something for you at The Grind House.,https://www.happycow.net/reviews/grind-house-juice-bar-baltimore-32754,St Paul,Baltimore,MD,21201,Baltimore
Ida B's Table,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_14278.webp,Soul Food	 American/General,235 Holliday Street	 Baltimore	 Maryland	 United States,Modern Soul Food — local ingredients	 honest flavors — in downtown Baltimore. At our table	 there's a seat for everyone!,http://idabstable.com,Holliday,Baltimore,MD,21201,Baltimore
Just Be Sacred Natural Hair & Wellness,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_13556.webp,Skin care	 Health & Beauty	 Natural Hair Care	 Black Woman Owned,209 E North Ave	 Unit B	 Baltimore	 Maryland	 United States,Just Be Sacred Wellness provides services that will help uplift	 empower and promote humankind through wellness & hair care. We offer a myriad of wellness products & services such as fitness	 hair care	 skin care	 support groups	 community outreach &,http://www.styleseat.com/sacred,North,Baltimore,MD,21201,Baltimore
Katwalk Boutique,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_30593.webp,Clothing,1709 Aliceanna Street	 Baltimore	 Maryland	 United States,"""Baddest Little Boutique on the Planet	"" since 1997! New York Times 36 Hours US & Canada Book: Must For Travelers",http://www.shopkatwalkboutique.com,Aliceanna,Baltimore,MD,21201,Baltimore
Keller Professional Services,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_15518.webp,Employment Agencies	 Workforce Management	 Training	 Black Woman Owned,210 E.LEXINGTON STREET	 SUITE 402	 Baltimore	 Maryland	 United States,Keller Professional Services	 Inc. (KPS) was established as a Management Consulting Firm in 1997 to meet the needs of growing workforce demands. We specialize in Workforce Development & Human Resource Consulting.,http://kellerpro.services,LEXINGTON,Baltimore,MD,21201,Baltimore
Kimmiez Kandiez,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_5780.webp,Gourmet Snacks	 Candy Stores	 Bakeries,1 Owings Mills Blvd	 Baltimore	 Maryland	 United States,Assorted treats for any occasion. Candy Apples	 Chocolate Covered Treats	 Candy Popcorn	 Rice Krispie Treats & More. Book us for your next event.,,Owings Mills,Baltimore,MD,21201,Baltimore
Knits	 Soy and Metal,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_28819.webp,Accessories	 Custom Jewelry	 Candles/Scents	 Black Woman Owned,229 W Read St	 Baltimore	 Maryland	 United States,Handmade knits	 hand poured soy candles	 handmade jewelry. All handcrafted and made in Baltimore.,https://www.knitssoyandmetal.com/,Read,Baltimore,MD,21201,Baltimore
Lady D's Cafe,,Cafe,2637 Greenmount Ave	 Baltimore	 Maryland	 United States,Lady D's Cafe,,Greenmount,Baltimore,MD,21201,Baltimore
Mason Davies	 PC,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_4806.webp,Criminal Defense Law	 Estate Planning Law	 Personal Injury Law,1825 Woodlawn Drive	 Suite 106 	 Baltimore	 Maryland	 United States,,,Woodlawn,Baltimore,MD,21201,Baltimore
Morgan State University,,Schools	 HBCU's,1700 East Cold Spring Lane	 Baltimore	 Maryland 21	 Maryland	 United States,Historically Black Colleges & Universities,www.morgan.edu,Cold Spring,Baltimore,MD,21201,Baltimore
Natural Revolution Salon & Spa,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_13513.webp,Day Spas	 Hair Salons,217 E Baltimore St	 Baltimore	 Maryland	 United States,Specializing in all of your natural hair care	 styles and quality barber services in a positive atmosphere.,http://Vagaro.com/naturalrevolutionsalon,Baltimore,Baltimore,MD,21201,Baltimore
New Five Mile House,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_2779.webp,Radio Stations,5302 Reisterstown Road	 Baltimore	 Maryland	 United States,,http://www.tightknitmovement.com/,Reisterstown,Baltimore,MD,21201,Baltimore
